id,region,filiere,ktype,sau,umo,ugb,nb_vl,surface_sfp,surface_herbe_pp,surface_herbe_pt,surface_culture
2820,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",139.0,0.0,108.0,0,87.4,12.8,68.5,30.0
2821,Normandie,Bovins lait,AOP Laguiole,264.0,0.0,177.8,102,157.1,18.1,7.5,106.9
2822,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,208.5,0.0,140.7,0,10.2,0.0,0.0,162.3
2823,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,271.9,0.0,107.3,3,0.0,0.0,0.0,185.5
2824,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.9,0.0,18.4,0,2.7,0.0,2.7,0.0
2825,Normandie,Grandes cultures,"Race charolaise, 200 places",163.8,0.0,124.3,0,12.8,0.1,0.2,127.7
2826,Pays de la Loire,Ovins viande,Deux périodes d'agn. Reproducteurs,0.0,0.0,124.5,0,0.0,0.0,0.0,0.0
2827,Normandie,Bovins viande,Race Limousine sous Labels,111.7,0.8,123.6,0,64.2,64.2,0.0,2.1
2828,Bretagne,Autre,Engraisseur avec diversification canne,13.1,0.0,21.8,0,2.6,0.6,2.0,0.0
2829,Normandie,Bovins lait,"Robot de traite, 50% Maïs/SFP",63.9,1.2,75.2,109,46.0,20.4,25.6,17.8
2830,Pays de la Loire,Bovins viande,"Race charolaise, vêlages de fin d'été",190.1,1.2,82.5,2,147.0,31.6,59.4,15.5
2831,Pays de la Loire,Ovins lait,"Début de traite au 01/12, enrubannage",102.6,0.5,88.0,0,86.8,15.8,70.6,15.8
2832,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.6,0.2,16.8,0,4.3,0.0,2.3,0.5
2833,Normandie,Caprins,"Deux périodes de MB, foin de luzerne",18.8,2.4,63.6,1,18.5,9.2,9.4,0.0
2834,Normandie,Caprins,19% du lait transformé en fromages ,35.3,0.0,39.7,1,12.9,7.1,5.8,22.4
2835,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,215.5,0.0,116.8,1,31.4,0.0,0.7,184.0
2836,Bretagne,Caprins,Mises bas saison,89.8,0.6,43.9,0,17.9,9.7,0.0,0.0
2837,Bretagne,Ovins lait,"Début de traite au 05/03, ensilage herbe",88.5,0.3,70.5,0,78.8,6.5,66.1,9.6
2838,Normandie,Bovins viande,"Vêl. hiver, Repousse - femelles finies",236.5,0.5,211.6,1,119.9,59.1,55.2,25.8
2839,Pays de la Loire,Bovins lait,"Roto, 45% Maïs/SFP, 140 VL",131.8,0.9,133.1,37,70.0,10.7,59.2,0.0
2840,Bretagne,Ovins viande,Agnelage principal en hiver,136.0,0.0,86.4,0,84.1,0.0,0.0,35.2
2841,Normandie,Bovins lait,Herbe et betterave fourragère,0.0,0.8,31.9,0,0.0,0.0,0.0,0.0
2842,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",105.6,0.2,102.2,0,31.2,7.4,3.6,18.3
2843,Bretagne,Grandes cultures,"Race charolaise, 200 places",111.2,0.9,142.9,0,0.0,0.0,0.0,78.0
2844,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,214.9,0.2,121.5,1,23.0,1.5,0.2,149.0
2845,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,53.8,0.0,140.1,0,2.7,0.1,0.7,51.0
2846,Bretagne,Caprins,"MB saison, pâturage",40.9,0.0,53.4,0,27.7,0.0,5.0,12.2
2847,Pays de la Loire,Ovins viande,Trois périodes d'agn. Bergerie dominants,152.9,0.0,50.2,0,42.2,21.9,20.3,0.0
2848,Normandie,Bovins lait,Une partie des concentrés achetée,219.7,0.0,112.1,61,126.5,39.3,47.5,0.0
2849,Bretagne,Ovins lait,"Début de traite au 15/12, foin ventilé",89.6,0.8,94.7,0,21.8,4.6,17.3,13.8
2850,Bretagne,Caprins,"MB saison, monotraite, pâturage, méteil",45.8,0.0,52.5,1,0.0,0.0,0.0,0.0
2851,Normandie,Bovins viande,Broutards mâles et femelles,214.3,0.0,100.6,0,57.8,53.3,4.5,36.5
2852,Normandie,Caprins,65% du lait transformé en fromages ,54.5,0.0,34.5,0,9.4,0.0,9.4,43.3
2853,Pays de la Loire,Bovins lait,"35% maïs/SFP, 97 VL",124.0,0.0,78.5,47,49.9,25.4,9.7,67.3
2854,Normandie,Bovins viande,"Vêl. hiver, Broutards repoussés",132.9,0.0,137.8,0,105.4,50.4,46.3,27.5
2855,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",121.9,0.0,82.3,1,105.2,17.2,59.9,16.7
2856,Normandie,Autre,Engraisseur avec diversification canne,9.7,0.0,15.3,0,3.3,0.2,2.6,0.5
2857,Bretagne,Caprins,"Mises bas en saison, enrubannage et foin",19.5,1.0,57.5,0,19.5,6.5,13.0,0.0
2858,Normandie,Grandes cultures,"Race charolaise, 200 places",209.4,0.4,149.9,0,26.1,0.0,0.0,40.8
2859,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.6,0.0,10.5,0,2.8,0.2,2.6,0.7
2860,Bretagne,Caprins,"Désaisonnement, enrubannage",0.0,0.0,57.7,1,0.0,0.0,0.0,0.0
2861,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutards, femelles finies",73.5,0.0,144.0,0,73.5,48.0,25.5,0.0
2862,Normandie,Bovins lait,AOP - structure grandes dimensions,0.0,0.4,193.1,94,0.0,0.0,0.0,0.0
2863,Normandie,Ovins lait,"Début de traite au 05/03, ensilage herbe",189.6,1.8,67.8,0,53.9,7.7,46.2,31.1
2864,Normandie,Caprins,Une gamme bien valorisée,77.5,0.6,85.7,1,23.3,0.0,0.0,40.1
2865,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,112.2,1.7,133.7,0,9.9,1.2,0.0,102.3
2866,Bretagne,Bovins viande,"Vêl. hiver, Jeunes bovins finis (maïs)",59.5,0.0,178.3,0,59.5,21.9,0.0,0.0
2867,Bretagne,Grandes cultures,"Race charolaise, 200 places",258.0,1.2,109.9,1,0.0,0.0,0.0,258.0
2868,Pays de la Loire,Caprins,Mises bas saison,0.0,0.1,21.1,0,0.0,0.0,0.0,0.0
2869,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,162.0,1.8,151.3,0,24.2,0.0,2.0,3.4
2870,Pays de la Loire,Autre,Engraisseur avec diversification canne,7.9,0.0,13.3,0,3.0,0.0,3.0,0.8
2871,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,112.8,0.4,102.6,0,12.1,0.9,2.9,100.7
2872,Normandie,Ovins viande,2 périodes de mise bas,0.0,1.0,43.0,0,0.0,0.0,0.0,0.0
2873,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",101.3,0.0,76.6,0,18.6,2.3,16.3,25.5
2874,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,150.4,0.0,146.3,0,8.1,0.6,0.0,142.3
2875,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",40.5,0.0,85.5,0,30.5,5.6,25.0,9.9
2876,Normandie,Grandes cultures,"Race charolaise, 200 places",178.3,0.0,121.4,1,0.0,0.0,0.0,178.3
2877,Bretagne,Ovins viande,3 agn./2 ans non systématique Bergerie,131.9,0.0,38.5,0,35.1,27.4,7.7,80.1
2878,Normandie,Ovins viande,200 brebis - Petits Fruits,96.3,0.0,34.4,0,52.7,13.2,16.4,0.0
2879,Bretagne,Bovins viande,"Vêl. hiver-printemps, Broutards lourds",111.7,0.0,245.1,0,74.2,56.1,18.1,37.5
2880,Pays de la Loire,Autre,Engraisseur avec diversification canne,10.0,0.0,22.5,0,1.9,0.0,1.9,0.0
2881,Bretagne,Ovins viande,3 agn.s en 2 ans Reproducteurs ,25.8,0.3,81.5,0,11.0,3.0,8.0,14.8
2882,Pays de la Loire,Bovins lait,"35 % de la SAU en SFP, maïs dominant",238.9,0.7,91.4,147,96.0,44.5,0.0,73.0
2883,Pays de la Loire,Ovins lait,"Début de traite au 20/11, ensilage",45.9,1.7,103.0,1,31.0,6.9,24.0,14.9
2884,Normandie,Caprins,Pastoral misant sur le distribué,118.1,1.9,25.0,0,17.3,0.0,0.0,0.0
2885,Bretagne,Ovins lait,"Début de traite au 20/02, foin",97.3,1.1,71.9,0,85.7,21.0,41.8,9.3
2886,Bretagne,Ovins lait,"Début de traite au 01/12, enrubannage",84.7,0.0,79.8,0,64.0,5.1,59.0,20.6
2887,Bretagne,Bovins viande,"Vêl. Print., Taurillons et fem. maigres",40.4,1.3,138.2,0,40.4,28.7,11.7,0.0
2888,Normandie,Bovins viande,Un agn. en hiver Bergerie dominants,0.0,0.0,114.1,0,0.0,0.0,0.0,0.0
2889,Normandie,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,136.9,0.0,181.9,144,117.3,70.0,27.4,0.0
2890,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",134.8,0.0,53.2,0,91.6,8.3,20.1,9.7
2891,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",55.1,0.0,82.1,1,35.1,9.6,25.5,19.9
2892,Bretagne,Autre,Engraisseur avec diversification canne,10.7,0.0,16.7,0,3.4,0.0,3.2,0.0
2893,Pays de la Loire,Caprins,Pastoral misant sur les parcours,85.0,0.6,20.7,0,0.0,0.0,0.0,33.6
2894,Bretagne,Autre,Engraisseur avec diversification canne,10.7,0.9,13.4,1,3.1,0.0,3.1,0.0
2895,Pays de la Loire,Bovins lait,Massif jurassien,158.2,0.0,61.0,135,60.1,23.7,36.4,98.2
2896,Normandie,Ovins viande,3 agn.s en 2 ans Bergerie dominants,83.9,0.0,84.0,0,66.6,55.4,0.0,17.4
2897,Normandie,Bovins lait,Zero concentré,123.2,0.2,61.8,65,71.6,53.1,18.4,51.7
2898,Bretagne,Ovins lait,"Début de traite au 01/09, ensilage herbe",56.7,0.0,95.7,0,44.0,12.7,31.4,12.7
2899,Normandie,Grandes cultures,"Race charolaise, 200 places",204.1,0.0,99.8,0,1.9,0.1,0.7,202.2
2900,Normandie,Ovins lait,"Début de traite au 15/02, ensilage herbe",76.8,0.0,67.6,0,62.5,10.3,52.2,14.3
2901,Normandie,Bovins lait,"60 % de la SAU en SFP, Maïs dominant",206.6,0.0,145.6,0,111.5,58.2,18.6,51.3
2902,Pays de la Loire,Bovins viande,"Vêl. automne-hiver, jeunes bovins finis",76.5,1.0,147.9,0,76.5,53.3,4.4,0.0
2903,Pays de la Loire,Ovins viande,200 brebis - Petits Fruits,109.2,0.0,0.0,1,13.1,8.8,4.3,36.1
2904,Normandie,Bovins viande,"Vêl. automne, Jeunes bovins, fem. finies",77.0,0.0,82.2,0,49.5,0.0,34.5,27.5
2905,Bretagne,Autre,Engraisseur avec diversification canne,9.0,0.0,19.8,1,3.5,0.0,3.5,1.5
2906,Normandie,Autre,Engraisseur avec diversification canne,7.6,0.3,20.8,0,2.3,0.0,2.3,0.8
2907,Normandie,Ovins viande,Ile de france - 1 agnelage en automne,32.2,0.0,58.3,0,32.2,19.4,12.7,0.0
2908,Pays de la Loire,Autre,Engraisseur avec diversification canne,6.0,0.0,20.8,0,2.8,0.8,2.0,0.1
2909,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.1,0.3,19.0,0,2.9,0.2,2.4,0.4
2910,Pays de la Loire,Ovins viande,Agnelage x2 - agnx maigres ou semi-finis,151.7,0.0,27.6,0,77.3,5.6,43.7,0.0
2911,Bretagne,Autre,Engraisseur avec diversification canne,8.6,0.1,12.6,0,4.0,0.0,3.4,1.8
2912,Pays de la Loire,Ovins viande,Agnelage x1 - tardons semi-finis,164.5,0.0,92.6,0,3.5,3.5,0.0,128.4
2913,Normandie,Ovins viande,Bergerie dominants - auto renouvellement,70.0,0.0,96.6,0,12.9,8.0,4.9,57.1
2914,Normandie,Ovins lait,"Début de traite au 20/11, ensilage",138.5,1.8,87.0,0,54.0,9.1,44.9,4.0
2915,Bretagne,Autre,Engraisseur avec diversification canne,9.5,0.0,15.7,0,4.2,0.0,2.4,0.0
2916,Bretagne,Ovins viande,Trois périodes d'agn. Bergerie dominants,90.1,2.1,35.1,0,18.9,13.3,5.5,64.6
2917,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",13.6,0.0,84.3,0,8.6,3.7,4.9,5.1
2918,Bretagne,Grandes cultures,"Race charolaise, 200 places",144.8,0.9,164.5,0,17.1,1.0,0.1,127.7
2919,Bretagne,Ovins viande,1 période de mise bas,60.6,0.0,48.6,0,56.8,22.1,13.9,0.0
2920,Normandie,Grandes cultures,"Race charolaise, 200 places",138.6,0.0,110.6,0,20.1,0.0,1.1,72.0
2921,Bretagne,Bovins viande,"Vêl.hiver, Broutards avec fem. maigres",74.9,0.0,56.5,0,74.9,62.8,12.1,0.0
2922,Pays de la Loire,Grandes cultures,Jeunes bovins finis - finition au maïs,149.5,1.1,156.4,0,0.4,0.1,0.3,139.1
2923,Bretagne,Caprins,Pastoral assurant par le distribué,88.6,0.0,7.5,0,26.0,5.7,20.3,0.0
2924,Pays de la Loire,Ovins viande,Agnelage x1 - agneaux lourds bergerie,55.4,0.0,53.2,1,27.6,17.0,10.6,27.8
2925,Bretagne,Caprins,"Désaisonnement, enrubannage",30.8,0.0,0.0,0,25.2,10.4,1.3,0.0
2926,Bretagne,Ovins viande,2 périodes de mise bas,105.5,0.0,80.2,0,53.5,12.7,9.4,52.0
2927,Bretagne,Autre,Engraisseur avec diversification canne,10.3,0.8,19.9,0,3.9,0.0,3.1,0.0
2928,Pays de la Loire,Caprins,"2 périodes de mises bas, foin de luzerne",0.0,0.0,46.7,0,0.0,0.0,0.0,0.0
2929,Pays de la Loire,Ovins lait,"Début de traite au 01/12, enrubannage",91.5,0.0,133.9,0,60.7,5.6,13.3,1.8
2930,Bretagne,Ovins viande,Agnelage x1 - agneaux lourds bergerie,73.6,0.6,112.8,0,17.6,7.7,9.9,56.0
2931,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",212.5,0.0,80.0,0,28.4,6.3,22.1,11.3
2932,Normandie,Grandes cultures,"Race charolaise, 200 places",85.9,2.6,141.6,0,13.1,0.0,0.0,72.8
2933,Bretagne,Caprins,"Désaisonnement, enrubannage",36.9,0.0,70.0,0,5.8,3.5,2.3,31.0
2934,Normandie,Ovins lait,"Début de traite au 20/02, foin",98.4,0.0,106.7,0,61.3,9.5,51.8,30.3
2935,Pays de la Loire,Caprins,Rentabiliser les charges alimentaires,50.2,1.8,63.8,0,26.3,12.9,13.5,23.8
2936,Pays de la Loire,Bovins lait,AOP - Système tout foin (séchage au sol),183.3,0.2,107.2,68,8.8,3.8,5.1,19.5
2937,Normandie,Bovins lait,8500 litres/VL et 25-30% de Maïs/SFP,178.2,0.0,188.0,12,66.4,33.4,25.1,0.0
2938,Pays de la Loire,Caprins,Pastoral assurant par le distribué,51.1,0.0,2.1,0,6.5,3.5,3.0,44.6
2939,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.2,0.0,8.6,0,2.5,0.8,1.7,0.0
2940,Normandie,Caprins,"Désaisonnement, 30% LL, foin de luzerne",104.5,0.8,12.7,0,9.7,0.3,9.4,66.6
2941,Normandie,Caprins,Réussir sa commercialisation,4.7,0.0,38.6,0,0.0,0.0,0.0,4.7
2942,Pays de la Loire,Caprins,Mises bas désaisonnées,108.3,0.0,3.2,0,0.0,0.0,0.0,5.0
2943,Pays de la Loire,Ovins lait,"Début de traite au 15/12, foin ventilé",135.8,0.0,72.2,0,85.3,13.9,69.9,11.7
2944,Pays de la Loire,Bovins lait,30 % de la SAU en SFP - maïs dominant,84.2,0.7,194.6,43,28.0,14.9,13.1,56.2
2945,Bretagne,Bovins lait,"Zone de plaine, bons potentiels",55.3,0.0,198.3,93,25.5,0.0,25.5,29.8
2946,Bretagne,Grandes cultures,"Race charolaise, 200 places",205.1,0.0,136.4,0,7.2,0.2,0.7,112.3
2947,Normandie,Bovins viande,"Vêl. automne, Broutards, fem. finies",236.5,0.0,117.0,0,57.3,39.5,7.4,0.0
2948,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",47.1,0.0,80.6,1,43.0,4.7,38.2,4.1
2949,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",77.1,0.9,42.0,0,53.6,10.5,43.1,23.5
2950,Normandie,Bovins viande,"Boeufs, femelles finies",0.0,0.1,0.0,0,0.0,0.0,0.0,0.0
2951,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,210.8,0.3,128.2,0,0.0,0.0,0.0,210.8
2952,Bretagne,Ovins lait,"Début de traite au 15/02, ensilage herbe",69.0,0.0,72.6,1,61.5,7.9,30.8,2.5
2953,Normandie,Ovins viande,3 agn.s en 2 ans Reproducteurs ,118.9,0.0,48.2,0,0.0,0.0,0.0,104.2
2954,Pays de la Loire,Ovins viande,3 mises bas en 2 ans,0.0,0.0,59.9,0,0.0,0.0,0.0,0.0
2955,Normandie,Ovins viande,Bergerie dominants Achat des agnelles,0.0,0.8,55.4,0,0.0,0.0,0.0,0.0
2956,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,249.7,0.0,120.7,0,1.7,0.0,1.0,116.2
2957,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,157.2,0.0,123.4,0,17.2,0.6,1.1,0.0
2958,Normandie,Autre,Engraisseur avec diversification canne,11.0,0.5,20.0,0,2.4,0.0,2.4,0.7
2959,Bretagne,Autre,Engraisseur avec diversification canne,9.7,0.2,22.6,0,3.1,0.0,3.1,0.8
2960,Normandie,Ovins lait,"Début de traite au 20/02, foin",148.0,0.4,111.3,0,101.8,9.1,48.8,12.6
2961,Pays de la Loire,Bovins lait,140 VL avec ROTO ,67.2,0.0,67.1,23,50.5,22.1,28.4,16.7
2962,Bretagne,Bovins viande,"Vêl. aut., veaux ss la mère et broutards",122.9,0.0,66.9,0,108.6,82.9,25.7,14.4
2963,Pays de la Loire,Caprins,Un systéme simple mais technique ,96.7,0.0,62.0,0,51.9,12.0,18.8,27.6
2964,Normandie,Ovins viande,Agnelage x2 - agneaux maigres dominants,0.0,0.0,16.7,1,0.0,0.0,0.0,0.0
2965,Pays de la Loire,Caprins,Rentabiliser les charges alimentaires,91.7,0.6,86.1,0,31.2,6.1,0.0,47.7
2966,Normandie,Autre,Engraisseur avec diversification canne,12.2,0.0,17.5,0,3.2,0.3,3.0,0.0
2967,Normandie,Bovins viande,Un agn. Race proli. Bergerie dominants,167.1,0.0,178.0,0,150.5,69.0,21.7,11.1
2968,Normandie,Caprins,Un systéme simple mais technique ,95.0,0.1,26.0,1,22.2,0.0,22.2,0.0
2969,Bretagne,Ovins viande,Alimentation sèche ,49.6,0.0,79.1,0,7.6,3.3,4.3,42.0
2970,Normandie,Ovins lait,"Début de traite au 01/09, ensilage herbe",61.0,0.0,104.0,0,50.9,8.2,42.8,10.1
2971,Bretagne,Ovins viande,Alimentation sèche ,100.5,0.0,50.5,0,38.3,22.0,16.2,52.7
2972,Bretagne,Bovins viande,"Vêl. aut., veaux ss la mère et broutards",215.0,0.8,121.8,0,32.2,30.0,2.3,23.8
2973,Normandie,Ovins viande,Agnelage principal en hiver,56.9,2.3,89.0,0,21.0,17.4,3.6,36.0
2974,Pays de la Loire,Ovins lait,"Début de traite au 01/12, enrubannage",86.3,0.6,71.2,0,78.9,13.0,65.9,7.4
2975,Normandie,Autre,Engraisseur avec diversification canne,12.5,0.8,18.5,0,3.5,1.5,2.0,0.3
2976,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",136.2,0.1,137.5,0,0.0,0.0,0.0,0.0
2977,Bretagne,Autre,Engraisseur avec diversification canne,10.6,0.0,23.3,0,2.6,0.2,2.4,0.0
2978,Bretagne,Bovins viande,Naisseur Engraisseur,180.0,0.0,124.3,0,75.5,3.3,10.0,97.4
2979,Bretagne,Autre,Engraisseur avec diversification canne,8.1,0.9,20.8,0,3.3,0.0,2.7,1.2
2980,Normandie,Bovins lait,"Zone de plaine, bons potentiels",26.3,0.0,105.9,136,26.3,4.2,22.1,0.0
2981,Bretagne,Ovins lait,"Début de traite au 20/11, ensilage",140.0,0.0,93.9,0,45.0,9.9,35.0,26.8
2982,Bretagne,Autre,Engraisseur avec diversification canne,9.6,0.0,17.7,1,3.9,0.0,3.2,0.4
2983,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,164.1,0.6,112.8,0,21.3,0.0,0.0,127.4
2984,Pays de la Loire,Bovins lait,30 % de la SAU en SFP - maïs dominant,72.2,0.0,47.1,71,37.6,37.6,0.0,34.6
2985,Bretagne,Bovins lait,AOP Laguiole,197.4,0.3,105.3,50,63.4,49.4,14.0,47.7
2986,Bretagne,Bovins viande,"Vêl. hiver-printemps, Broutards lourds",149.8,1.1,194.0,0,149.8,21.8,10.6,0.0
2987,Pays de la Loire,Bovins lait,"Zone de plaine, bons potentiels",230.8,0.1,151.0,76,106.4,4.5,0.0,117.9
2988,Bretagne,Autre,Engraisseur avec diversification canne,8.8,0.3,17.0,1,3.7,0.4,1.9,1.6
2989,Pays de la Loire,Bovins lait,AOP - Système tout foin (séchage au sol),156.3,0.0,215.3,109,21.9,9.2,12.7,0.0
2990,Normandie,Bovins viande,"Vêl. fin d'hiver, taurillons maigres",116.3,0.0,159.8,0,51.1,44.8,6.4,24.5
2991,Normandie,Caprins,Une gamme bien valorisée,0.0,0.0,55.5,0,0.0,0.0,0.0,0.0
2992,Pays de la Loire,Ovins viande,Agnelage x2 - bergerie lourds + tardons,21.3,0.0,102.1,0,21.3,21.0,0.3,0.0
2993,Bretagne,Autre,Engraisseur avec diversification canne,6.9,0.0,17.9,0,2.9,0.4,2.6,0.4
2994,Normandie,Autre,Engraisseur avec diversification canne,8.4,0.0,20.1,0,2.9,0.2,2.7,0.2
2995,Bretagne,Bovins viande,"Vêl. automne-hiver, jeunes bovins finis",152.9,0.2,202.2,0,90.0,66.3,23.8,32.1
2996,Bretagne,Ovins viande,Deux périodes d'agn. Reproducteurs,39.3,0.0,100.7,0,27.3,0.0,27.3,12.0
2997,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.9,0.0,18.5,0,4.0,1.5,2.4,0.0
2998,Pays de la Loire,Caprins,Un systéme simple mais technique ,69.8,0.0,66.0,0,19.6,0.8,18.8,0.0
2999,Bretagne,Caprins,Pastoral assurant par le distribué,107.1,1.1,26.7,0,13.2,6.3,6.9,23.5
3000,Normandie,Grandes cultures,"Race charolaise, 200 places",59.9,0.4,131.8,0,6.5,0.0,0.6,53.4
3001,Normandie,Grandes cultures,"Race charolaise, 200 places",224.5,0.0,122.4,0,28.2,1.7,1.1,122.1
3002,Pays de la Loire,Caprins,"Désaisonnement, enrubannage",68.3,0.5,28.0,0,0.0,0.0,0.0,0.0
3003,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",146.9,0.7,111.6,0,1.8,0.0,0.5,145.1
3004,Normandie,Ovins viande,Alimentation sèche ,106.9,0.0,33.0,0,41.2,12.9,26.6,65.6
3005,Pays de la Loire,Ovins lait,"Début de traite au 05/03, ensilage herbe",86.3,0.6,65.4,0,34.6,15.4,16.2,9.2
3006,Normandie,Caprins,Une gamme lactique en circuits courts,67.3,0.0,32.7,0,25.3,21.3,0.0,0.0
3007,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",272.5,0.0,158.4,0,31.1,0.0,1.1,133.5
3008,Normandie,Bovins viande,"Race charolaise, vêlages d'hiver",141.2,0.0,184.5,0,141.2,40.1,60.4,0.0
3009,Pays de la Loire,Bovins viande,"Vêl. automne, Jeunes bovins, fem. finies",115.6,0.3,159.7,0,83.1,70.5,9.5,0.0
3010,Bretagne,Ovins viande,Un agn. En automne Bergerie dominants,160.5,0.0,79.6,0,27.0,2.4,0.0,63.1
3011,Pays de la Loire,Caprins,"MB saison, affouragement en vert",71.6,0.0,101.9,0,13.0,0.0,13.0,0.0
3012,Bretagne,Caprins,Pastoral misant sur les parcours,49.8,1.2,35.0,0,49.8,0.0,18.6,0.0
3013,Normandie,Grandes cultures,Jeunes bovins finis - finition au maïs,181.4,0.4,135.7,0,17.5,0.2,2.0,69.4
3014,Pays de la Loire,Caprins,Une gamme bien valorisée,0.0,1.3,43.9,0,0.0,0.0,0.0,0.0
3015,Normandie,Caprins,"MB saison, monotraite, pâturage, méteil",55.5,0.0,13.0,2,17.1,9.9,7.2,14.1
3016,Pays de la Loire,Bovins lait,20% de maïs/SFP,142.8,0.0,205.2,28,125.3,33.7,46.5,17.5
3017,Normandie,Ovins viande,600 brebis IDF - 3 périodes d'agnelage,113.7,0.0,42.9,0,45.7,7.8,0.0,58.2
3018,Pays de la Loire,Bovins viande,"Broutards, femelles finies",121.1,0.3,122.9,1,3.0,0.9,2.1,2.5
3019,Pays de la Loire,Bovins viande,"Vêl. hiver, Broutard(e)s, vaches finies",114.2,2.7,168.3,0,71.7,27.6,44.2,42.4
3020,Normandie,Caprins,65% du lait transformé en fromages ,73.0,0.0,35.4,0,37.8,21.0,6.2,35.2
3021,Bretagne,Autre,Engraisseur avec diversification canne,13.0,0.0,15.0,0,3.2,0.0,3.2,0.0
3022,Pays de la Loire,Caprins,Pastoral misant sur les parcours,0.0,1.5,29.4,0,0.0,0.0,0.0,0.0
3023,Pays de la Loire,Caprins,"Désaisonnement, enrubannage",12.4,0.0,52.0,0,7.4,0.0,7.4,4.9
3024,Normandie,Ovins viande,Deux périodes d'agn. Reproducteurs,95.2,1.1,90.2,0,59.5,55.0,0.0,0.0
3025,Normandie,Autre,Engraisseur avec diversification canne,13.1,0.0,22.1,0,2.8,0.0,2.1,0.4
3026,Normandie,Autre,Engraisseur avec diversification canne,11.1,0.0,21.8,0,2.5,0.0,2.5,0.0
3027,Pays de la Loire,Autre,Engraisseur avec diversification canne,11.2,0.7,16.9,1,2.3,0.0,2.3,0.0
3028,Normandie,Autre,Engraisseur avec diversification canne,11.6,0.0,15.3,0,3.1,0.1,3.0,0.0
3029,Normandie,Caprins,"2 périodes de mises bas, foin de luzerne",107.1,0.0,16.3,0,19.7,8.5,11.2,0.0
3030,Bretagne,Bovins viande,Spécialisé Naisseur broutards croisés ,63.3,0.0,189.6,1,49.5,35.2,14.3,13.7
3031,Normandie,Bovins viande,"Vêl.hiver, Broutards avec fem. maigres",69.6,0.0,63.9,0,55.8,43.2,12.6,13.8
3032,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,149.3,0.7,156.8,0,13.0,0.5,0.4,70.6
3033,Bretagne,Bovins viande,Spécialisé Naisseur broutards croisés ,134.0,0.1,116.8,1,50.2,50.2,0.0,22.1
3034,Pays de la Loire,Caprins,Mises bas saison,21.9,0.0,77.0,0,14.7,4.7,10.0,6.8
3035,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,228.3,0.0,136.0,0,10.6,0.0,0.9,217.6
3036,Bretagne,Grandes cultures,Jeunes bovins finis - finition au maïs,114.0,0.0,139.7,0,26.1,0.0,1.4,70.6
3037,Bretagne,Autre,Engraisseur avec diversification canne,8.5,0.0,21.7,0,2.7,1.1,1.7,0.8
3038,Normandie,Bovins lait,100% herbe/SFP,65.6,0.3,58.1,142,22.3,17.1,5.2,43.3
3039,Bretagne,Autre,Engraisseur avec diversification canne,9.6,0.0,9.1,0,2.7,0.0,2.7,1.4
3040,Normandie,Bovins viande,"Vêl. hiver, Jeunes bovins finis (maïs)",227.2,0.3,134.9,0,181.6,84.7,67.1,9.9
3041,Bretagne,Bovins lait,25% maïs/SFP,17.1,0.0,102.2,27,12.1,5.7,6.5,4.9
3042,Pays de la Loire,Grandes cultures,"Race charolaise, 200 places",125.2,0.0,127.8,0,10.5,0.7,0.0,114.7
